Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Rankin,0.002073,0.002073,0.000882,2.3493,1.0,0.002073
Scott,0.001633,0.001633,0.000427,2.4352,1.5714,0.001633
Sharkey,0.003451,0.003451,0.001389,2.4856,1.0,0.003451
Simpson,0.003692,0.003692,0.0009,2.3179,1.7692,0.003692
Smith,0.002984,0.002984,0.001068,2.2699,1.2308,0.002984
Stone,0.001469,0.001469,0.000654,2.2451,1.0,0.001469
Sunflower,0.010485,0.010485,0.00223,2.3506,2.0,0.010485
Tallahatchie,0.004664,0.004664,0.000941,2.4771,2.0,0.004664
Tate,0.004609,0.004609,0.001059,2.5506,1.7059,0.004609
Tippah,0.003721,0.003721,0.001544,2.4093,1.0,0.003721
Tishomingo,0.002213,0.002213,0.000929,2.3829,1.0,0.002213
Tunica,0.005847,0.005847,0.002492,2.3467,1.0,0.005847
Union,0.006335,0.006335,0.002013,2.4847,1.2667,0.006335
Walthall,0.002501,0.002501,0.00105,2.3817,1.0,0.002501
Warren,0.000848,0.000848,0.000375,2.2631,1.0,0.000848
Washington,0.006706,0.006706,0.001366,2.4536,2.0,0.006706
Wayne,0.000673,0.000673,0.000297,2.2648,1.0,0.000673
Webster,0.006509,0.006509,0.001548,2.4026,1.75,0.006509
Wilkinson,0.000517,0.000517,0.000232,2.2318,1.0,0.000517
Winston,0.009894,0.009894,0.002172,2.6372,1.7273,0.009894
Yalobusha,0.001512,0.001512,0.000661,2.2878,1.0,0.001512
Yazoo,0.001332,0.001332,0.000573,2.3264,1.0,0.001332
