Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Jackson,0.001029,0.001029,0.000424,2.4267,1.0,0.001029
Jefferson,0.000666,0.000666,0.000275,2.4181,1.0,0.000666
Johnson,0.000929,0.000929,0.000394,2.3596,1.0,0.000929
Knox,0.000518,0.000518,0.000219,2.3671,1.0,0.000518
Lake,0.00035,0.00035,0.000143,2.4586,1.0,0.00035
Lauderdale,0.001136,0.001136,0.000468,2.4267,1.0,0.001136
Lawrence,0.000696,0.000696,0.000295,2.3621,1.0,0.000696
Lewis,0.000527,0.000527,0.000245,2.1568,1.0,0.000527
Lincoln,0.000638,0.000638,0.000262,2.4373,1.0,0.000638
Loudon,0.000534,0.000534,0.000222,2.4071,1.0,0.000534
McMinn,0.000338,0.000338,0.000149,2.2699,1.0,0.000338
McNairy,0.000997,0.000997,0.000389,2.5605,1.0,0.000997
Macon,0.001527,0.001527,0.00065,2.348,1.0,0.001527
Madison,0.001146,0.001146,0.00048,2.3888,1.0,0.001146
Marion,0.000641,0.000641,0.000277,2.3179,1.0,0.000641
Marshall,0.000604,0.000604,0.000262,2.3077,1.0,0.000604
Maury,0.000437,0.000437,0.000187,2.3387,1.0,0.000437
Meigs,0.000904,0.000904,0.000403,2.247,1.0,0.000904
Monroe,0.000256,0.000256,0.000107,2.3793,1.0,0.000256
Montgomery,0.000685,0.000685,0.000287,2.3864,1.0,0.000685
Moore,0.001473,0.001473,0.000617,2.3899,1.0,0.001473
Morgan,0.000558,0.000558,0.000234,2.3899,1.0,0.000558
Obion,0.001412,0.001412,0.000599,2.3583,1.0,0.001412
Overton,0.001214,0.001214,0.00054,2.2506,1.0,0.001214
Perry,0.000304,0.000304,0.000124,2.4586,1.0,0.000304
Pickett,0.000942,0.000942,0.000396,2.3781,1.0,0.000942
Polk,0.00027,0.00027,0.000119,2.2699,1.0,0.00027
Putnam,0.00054,0.00054,0.000212,2.5506,1.0,0.00054
Rhea,6.9e-05,6.9e-05,3e-05,2.2926,1.0,6.9e-05
Roane,0.000408,0.000408,0.000169,2.4181,1.0,0.000408
Robertson,0.000377,0.000377,0.000167,2.2578,1.0,0.000377
Rutherford,0.00116,0.00116,0.000494,2.3506,1.0,0.00116
Scott,0.001232,0.001232,0.000589,2.0905,1.0,0.001232
Sequatchie,0.000489,0.000489,0.0002,2.4496,1.0,0.000489
Sevier,0.000424,0.000424,0.000183,2.3165,1.0,0.000424
Shelby,0.001152,0.001152,0.000466,2.4713,1.0,0.001152
Smith,0.000441,0.000441,0.000198,2.2217,1.0,0.000441
Stewart,0.00017,0.00017,7.3e-05,2.3305,1.0,0.00017
Sullivan,0.000714,0.000714,0.000297,2.4071,1.0,0.000714
Sumner,0.000541,0.000541,0.000235,2.2987,1.0,0.000541
Tipton,0.001604,0.001604,0.000666,2.4093,1.0,0.001604
Trousdale,0.000635,0.000635,0.000266,2.3899,1.0,0.000635
Unicoi,0.001471,0.001471,0.000615,2.3911,1.0,0.001471
Union,0.000693,0.000693,0.0003,2.3077,1.0,0.000693
Van Buren,0.001592,0.001592,0.000681,2.3374,1.0,0.001592
Warren,0.000382,0.000382,0.00017,2.2525,1.0,0.000382
Washington,0.000829,0.000829,0.00034,2.4373,1.0,0.000829
Wayne,0.000993,0.000993,0.00042,2.3646,1.0,0.000993
Weakley,0.00099,0.00099,0.00042,2.357,1.0,0.00099
White,0.000424,0.000424,0.000183,2.3165,1.0,0.000424
Williamson,0.000538,0.000538,0.000226,2.3745,1.0,0.000538
Wilson,0.000581,0.000581,0.000249,2.3333,1.0,0.000581
