Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Ramsey,0.002335,0.002335,0.001001,2.3319,1.0,0.002335
Red Lake,0.001624,0.001624,0.00074,2.1956,1.0,0.001624
Redwood,0.002481,0.002481,0.000923,2.2749,1.1818,0.002481
Renville,0.001485,0.001485,0.000687,2.1597,1.0,0.001485
Rice,0.002098,0.002098,0.000806,2.3077,1.1277,0.002098
Rock,0.002676,0.002676,0.001181,2.2665,1.0,0.002676
Roseau,0.000879,0.000879,0.000396,2.2217,1.0,0.000879
St. Louis,0.002639,0.002639,0.001165,2.2648,1.0,0.002639
Scott,0.001524,0.001524,0.000664,2.2941,1.0,0.001524
Sherburne,0.001369,0.001369,0.000607,2.256,1.0,0.001369
Sibley,0.002009,0.002009,0.000875,2.2972,1.0,0.002009
Stearns,0.002653,0.002653,0.001155,2.2972,1.0,0.002653
Steele,0.003413,0.003413,0.001473,2.3165,1.0,0.003413
Stevens,0.006714,0.006714,0.002244,2.2798,1.3125,0.006714
Swift,0.007362,0.007362,0.001511,2.4362,2.0,0.007362
Todd,0.003473,0.003473,0.0015,2.315,1.0,0.003473
Traverse,0.005094,0.005094,0.001841,2.2134,1.25,0.005094
Wabasha,0.000598,0.000598,0.000277,2.1539,1.0,0.000598
Wadena,0.003948,0.003948,0.001754,2.2506,1.0,0.003948
Waseca,0.00191,0.00191,0.000698,2.2782,1.2,0.00191
Washington,0.001858,0.001858,0.000804,2.3107,1.0,0.001858
Watonwan,0.001878,0.001878,0.000826,2.2732,1.0,0.001878
Wilkin,0.004982,0.004982,0.001772,2.2488,1.25,0.004982
Winona,0.002316,0.002316,0.000891,2.3621,1.1,0.002316
Wright,0.001944,0.001944,0.000824,2.2972,1.0273,0.001944
Yellow Medicine,0.002065,0.002065,0.000927,2.2278,1.0,0.002065
