Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Jewell,0.004128,0.004128,0.001737,2.3769,1.0,0.004128
Johnson,0.00298,0.00298,0.001109,2.4093,1.1154,0.00298
Kearny,0.000619,0.000619,0.000261,2.3769,1.0,0.000619
Kingman,0.010858,0.010858,0.002237,2.4267,2.0,0.010858
Kiowa,0.003732,0.003732,0.001616,2.3092,1.0,0.003732
Labette,0.005502,0.005502,0.001988,2.3305,1.1875,0.005502
Lane,0.001548,0.001548,0.000651,2.3769,1.0,0.001548
Leavenworth,0.002825,0.002825,0.001211,2.3333,1.0,0.002825
Lincoln,0.002438,0.002438,0.001013,2.4071,1.0,0.002438
Linn,0.007626,0.007626,0.001855,2.4181,1.7,0.007626
Logan,0.024147,0.024147,0.005369,2.5701,1.75,0.024147
Lyon,0.003412,0.003412,0.001326,2.2749,1.1316,0.003412
McPherson,0.005141,0.005141,0.001717,2.558,1.1707,0.005141
Marion,0.004894,0.004894,0.00202,2.4235,1.0,0.004894
Marshall,0.003852,0.003852,0.001545,2.4931,1.0,0.003852
Meade,0.004665,0.004665,0.001984,2.3519,1.0,0.004665
Miami,0.002723,0.002723,0.001168,2.3305,1.0,0.002723
Mitchell,0.00434,0.00434,0.001505,2.8833,1.0,0.00434
Montgomery,0.003392,0.003392,0.001131,2.4847,1.2069,0.003392
Morris,0.004514,0.004514,0.001957,2.3062,1.0,0.004514
Morton,0.022051,0.022051,0.004639,2.3769,2.0,0.022051
Nemaha,0.003308,0.003308,0.001466,2.256,1.0,0.003308
Neosho,0.007764,0.007764,0.002999,2.479,1.0444,0.007764
Ness,0.002593,0.002593,0.001091,2.3769,1.0,0.002593
Norton,0.005182,0.005182,0.002238,2.315,1.0,0.005182
Osage,0.008906,0.008906,0.002696,2.3596,1.4,0.008906
Osborne,0.004864,0.004864,0.002046,2.3769,1.0,0.004864
Ottawa,0.008463,0.008463,0.001753,2.4137,2.0,0.008463
Pawnee,0.007994,0.007994,0.003118,2.4289,1.0556,0.007994
Phillips,0.011727,0.011727,0.003821,2.5843,1.1875,0.011727
Pottawatomie,0.004017,0.004017,0.001599,2.5112,1.0,0.004017
Pratt,0.004189,0.004189,0.001746,2.3992,1.0,0.004189
Rawlins,0.00666,0.00666,0.002767,2.4071,1.0,0.00666
Reno,0.003954,0.003954,0.001694,2.3347,1.0,0.003954
Republic,0.005986,0.005986,0.002373,2.5226,1.0,0.005986
Rice,0.002556,0.002556,0.001049,2.4373,1.0,0.002556
Riley,0.003019,0.003019,0.001145,2.4486,1.0769,0.003019
Rooks,0.007722,0.007722,0.001626,2.3745,2.0,0.007722
Rush,0.010521,0.010521,0.002306,2.2814,2.0,0.010521
Russell,0.00451,0.00451,0.001167,2.761,1.4,0.00451
Saline,0.007023,0.007023,0.001863,2.4884,1.5152,0.007023
Scott,0.022252,0.022252,0.004354,2.8108,1.8182,0.022252
Sedgwick,0.00337,0.00337,0.001378,2.4082,1.0157,0.00337
Seward,0.002742,0.002742,0.001213,2.2596,1.0,0.002742
Shawnee,0.003839,0.003839,0.001634,2.3493,1.0,0.003839
Sheridan,0.02383,0.02383,0.00476,2.5031,2.0,0.02383
Sherman,0.002224,0.002224,0.000845,2.6315,1.0,0.002224
Smith,0.007119,0.007119,0.002791,2.5506,1.0,0.007119
Stafford,0.002764,0.002764,0.001203,2.2972,1.0,0.002764
Stanton,0.017159,0.017159,0.003988,2.4586,1.75,0.017159
Stevens,0.004342,0.004342,0.001823,2.3817,1.0,0.004342
Sumner,0.004349,0.004349,0.001795,2.4224,1.0,0.004349
Thomas,0.007778,0.007778,0.002572,2.3876,1.2667,0.007778
Trego,0.005513,0.005513,0.002141,2.5757,1.0,0.005513
Wabaunsee,0.013338,0.013338,0.003463,2.5121,1.5333,0.013338
Wallace,0.004697,0.004697,0.001976,2.3769,1.0,0.004697
Washington,0.003161,0.003161,0.001295,2.4414,1.0,0.003161
Wichita,0.004242,0.004242,0.001888,2.247,1.0,0.004242
Wilson,0.006765,0.006765,0.002229,2.3608,1.2857,0.006765
Woodson,0.054665,0.054665,0.010835,2.5226,2.0,0.054665
Wyandotte,0.001942,0.001942,0.000804,2.3236,1.0394,0.001942
