Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
DeKalb,0.002629,0.002629,0.001131,2.3236,1.0,0.002629
Dodge,0.00248,0.00248,0.000874,2.1707,1.3077,0.00248
Dooly,0.002735,0.002735,0.000747,2.4414,1.5,0.002735
Dougherty,0.001004,0.001004,0.000432,2.3236,1.0,0.001004
Douglas,0.002804,0.002804,0.001134,2.3671,1.0443,0.002804
Early,0.001255,0.001255,0.000589,2.1315,1.0,0.001255
Echols,0.001688,0.001688,0.000749,2.2543,1.0,0.001688
Effingham,0.000427,0.000427,0.000171,2.494,1.0,0.000427
Elbert,0.004637,0.004637,0.000938,2.4723,2.0,0.004637
Emanuel,0.001726,0.001726,0.000618,2.1478,1.3,0.001726
Evans,0.003082,0.003082,0.000751,2.3454,1.75,0.003082
Fannin,0.000884,0.000884,0.000344,2.2506,1.1429,0.000884
Fayette,0.002785,0.002785,0.001171,2.3781,1.0,0.002785
Floyd,0.00184,0.00184,0.000772,2.3852,1.0,0.00184
Forsyth,0.001873,0.001873,0.000786,2.3829,1.0,0.001873
Franklin,0.001703,0.001703,0.000728,2.3387,1.0,0.001703
Fulton,0.00215,0.00215,0.000934,2.3017,1.0,0.00215
Gilmer,0.003596,0.003596,0.000797,2.256,2.0,0.003596
Glascock,0.009473,0.009473,0.00202,2.3454,2.0,0.009473
Glynn,0.000942,0.000942,0.000399,2.3633,1.0,0.000942
Gordon,0.001369,0.001369,0.000587,2.3347,1.0,0.001369
Grady,0.000704,0.000704,0.000325,2.168,1.0,0.000704
Greene,0.005338,0.005338,0.001091,2.4455,2.0,0.005338
Gwinnett,0.003991,0.003991,0.001665,2.3969,1.0,0.003991
Habersham,0.001381,0.001381,0.000596,2.3179,1.0,0.001381
Hall,0.002543,0.002543,0.001061,2.3957,1.0,0.002543
Hancock,0.003562,0.003562,0.001419,2.5103,1.0,0.003562
Haralson,0.001309,0.001309,0.000503,2.4137,1.0769,0.001309
Harris,0.000804,0.000804,0.000341,2.3621,1.0,0.000804
Hart,0.002298,0.002298,0.000992,2.3165,1.0,0.002298
Heard,0.001207,0.001207,0.000503,2.3992,1.0,0.001207
Henry,0.00266,0.00266,0.001104,2.4093,1.0,0.00266
Houston,0.002651,0.002651,0.001064,2.3864,1.0437,0.002651
Irwin,0.002989,0.002989,0.000637,2.3454,2.0,0.002989
Jackson,0.00309,0.00309,0.001288,2.3992,1.0,0.00309
Jasper,0.004353,0.004353,0.000914,2.3805,2.0,0.004353
Jeff Davis,0.000819,0.000819,0.000331,2.4771,1.0,0.000819
Jefferson,0.004767,0.004767,0.001107,2.1539,2.0,0.004767
Jenkins,0.000811,0.000811,0.000346,2.3454,1.0,0.000811
Johnson,0.006234,0.006234,0.001244,2.5049,2.0,0.006234
Jones,0.006933,0.006933,0.001392,2.4903,2.0,0.006933
Lamar,0.002206,0.002206,0.000839,2.2798,1.1538,0.002206
Lanier,0.001367,0.001367,0.000576,2.3745,1.0,0.001367
Laurens,0.00426,0.00426,0.001346,2.3608,1.3404,0.00426
Lee,0.001159,0.001159,0.0005,2.3179,1.0,0.001159
Liberty,0.001041,0.001041,0.000423,2.4596,1.0,0.001041
Lincoln,0.002414,0.002414,0.000505,2.3899,2.0,0.002414
Long,0.000607,0.000607,0.000256,2.3745,1.0,0.000607
Lowndes,0.001502,0.001502,0.000656,2.2894,1.0,0.001502
Lumpkin,0.001803,0.001803,0.000774,2.3305,1.0,0.001803
McDuffie,0.003897,0.003897,0.001408,2.291,1.2083,0.003897
McIntosh,0.002327,0.002327,0.000487,2.3899,2.0,0.002327
Macon,0.003384,0.003384,0.00085,2.3899,1.6667,0.003384
Madison,0.004032,0.004032,0.001037,2.4616,1.5789,0.004032
Marion,0.001589,0.001589,0.000718,2.2134,1.0,0.001589
Meriwether,0.004159,0.004159,0.001323,2.3292,1.35,0.004159
Miller,0.000387,0.000387,0.000175,2.2134,1.0,0.000387
Mitchell,0.001246,0.001246,0.000549,2.2699,1.0,0.001246
Monroe,0.004424,0.004424,0.001233,2.3923,1.5,0.004424
Montgomery,0.002342,0.002342,0.000872,2.3017,1.1667,0.002342
Morgan,0.001865,0.001865,0.000778,2.3969,1.0,0.001865
Murray,0.004897,0.004897,0.001047,2.3374,2.0,0.004897
Muscogee,0.001952,0.001952,0.000659,2.3608,1.2549,0.001952
Newton,0.002825,0.002825,0.001181,2.3911,1.0,0.002825
Oconee,0.001199,0.001199,0.000521,2.3002,1.0,0.001199
Oglethorpe,0.001088,0.001088,0.000459,2.372,1.0,0.001088
Paulding,0.00172,0.00172,0.000729,2.3583,1.0,0.00172
Peach,0.002808,0.002808,0.00098,2.3136,1.2381,0.002808
Pickens,0.003605,0.003605,0.001074,2.3696,1.4167,0.003605
Pierce,0.001952,0.001952,0.000411,2.3745,2.0,0.001952
Pike,0.004974,0.004974,0.001107,2.4704,1.8182,0.004974
Polk,0.000675,0.000675,0.000305,2.2134,1.0,0.000675
Pulaski,0.00212,0.00212,0.000898,2.3608,1.0,0.00212
Putnam,0.000318,0.000318,0.000136,2.3414,1.0,0.000318
Quitman,0.006121,0.006121,0.00261,2.3454,1.0,0.006121
Rabun,0.002812,0.002812,0.000875,2.5244,1.2727,0.002812
Randolph,0.00173,0.00173,0.000738,2.3454,1.0,0.00173
Richmond,0.004995,0.004995,0.001249,2.3957,1.6689,0.004995
Rockdale,0.003411,0.003411,0.00121,2.3793,1.1848,0.003411
Schley,0.001338,0.001338,0.000571,2.3454,1.0,0.001338
Screven,0.004299,0.004299,0.001289,2.5506,1.3077,0.004299
Seminole,0.003224,0.003224,0.000742,2.1733,2.0,0.003224
Spalding,0.0014,0.0014,0.000615,2.2782,1.0,0.0014
Stephens,0.002914,0.002914,0.001196,2.4373,1.0,0.002914
Stewart,0.009594,0.009594,0.003323,2.3374,1.2353,0.009594
Sumter,0.002634,0.002634,0.001016,2.5921,1.0,0.002634
Talbot,0.007051,0.007051,0.001453,2.4267,2.0,0.007051
Taliaferro,0.003052,0.003052,0.001301,2.3454,1.0,0.003052
Tattnall,0.00227,0.00227,0.000554,2.5226,1.625,0.00227
Taylor,0.007599,0.007599,0.001621,2.344,2.0,0.007599
Telfair,0.001742,0.001742,0.000757,2.3017,1.0,0.001742
Terrell,0.002062,0.002062,0.000703,2.3454,1.25,0.002062
Thomas,0.001195,0.001195,0.000427,2.3292,1.2,0.001195
Tift,0.003457,0.003457,0.00091,2.2155,1.7143,0.003457
Toombs,0.001827,0.001827,0.00082,2.2278,1.0,0.001827
Towns,0.001855,0.001855,0.000665,2.3923,1.1667,0.001855
Treutlen,0.005132,0.005132,0.002174,2.3608,1.0,0.005132
Troup,0.002759,0.002759,0.000944,2.3387,1.25,0.002759
Turner,0.003336,0.003336,0.000751,2.2197,2.0,0.003336
Twiggs,0.000864,0.000864,0.000369,2.3374,1.0,0.000864
Union,0.002499,0.002499,0.00102,2.348,1.0435,0.002499
Upson,0.006109,0.006109,0.001292,2.3646,2.0,0.006109
Walker,0.001713,0.001713,0.000745,2.2987,1.0,0.001713
Walton,0.00434,0.00434,0.001142,2.3805,1.597,0.00434
Ware,0.000419,0.000419,0.000196,2.1383,1.0,0.000419
Warren,0.002669,0.002669,0.001142,2.3374,1.0,0.002669
Washington,0.000677,0.000677,0.000294,2.2987,1.0,0.000677
Wayne,0.003081,0.003081,0.00127,2.4267,1.0,0.003081
Webster,0.005998,0.005998,0.001918,2.3454,1.3333,0.005998
Wheeler,0.001906,0.001906,0.000891,2.1383,1.0,0.001906
White,0.005778,0.005778,0.001429,2.4455,1.6538,0.005778
Whitfield,0.004037,0.004037,0.000879,2.2956,2.0,0.004037
Wilcox,0.00163,0.00163,0.000695,2.3454,1.0,0.00163
Wilkes,0.001793,0.001793,0.000614,2.3374,1.25,0.001793
Wilkinson,0.005885,0.005885,0.00134,2.1956,2.0,0.005885
Worth,0.00382,0.00382,0.000889,2.2749,1.8889,0.00382
