Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Lapeer,0.002356,0.002356,0.001004,2.3454,1.0,0.002356
Leelanau,0.0007,0.0007,0.000322,2.1759,1.0,0.0007
Lenawee,0.00343,0.00343,0.001503,2.2814,1.0,0.00343
Livingston,0.003942,0.003942,0.001302,2.3467,1.2902,0.003942
Luce,0.001129,0.001129,0.000482,2.344,1.0,0.001129
Mackinac,0.006121,0.006121,0.001296,2.3608,2.0,0.006121
Macomb,0.004981,0.004981,0.001822,2.372,1.1529,0.004981
Manistee,0.001337,0.001337,0.000611,2.1884,1.0,0.001337
Marquette,0.003981,0.003981,0.001274,2.3427,1.3333,0.003981
Mason,0.002886,0.002886,0.00127,2.2732,1.0,0.002886
Mecosta,0.002416,0.002416,0.000598,2.2613,1.7857,0.002416
Menominee,0.009565,0.009565,0.002107,2.3179,1.9583,0.009565
Midland,0.001478,0.001478,0.000637,2.3193,1.0,0.001478
Missaukee,0.003353,0.003353,0.000992,2.4137,1.4,0.003353
Monroe,0.002844,0.002844,0.001223,2.3264,1.0,0.002844
Montcalm,0.004273,0.004273,0.001299,2.2863,1.4386,0.004273
Montmorency,0.001775,0.001775,0.00075,2.3658,1.0,0.001775
Muskegon,0.003043,0.003043,0.001089,2.2894,1.2208,0.003043
Newaygo,0.002475,0.002475,0.00098,2.3107,1.093,0.002475
Oakland,0.003462,0.003462,0.001383,2.3596,1.0611,0.003462
Oceana,0.006042,0.006042,0.001322,2.2847,2.0,0.006042
Ogemaw,0.00427,0.00427,0.001238,2.4828,1.3889,0.00427
Ontonagon,0.001554,0.001554,0.000699,2.2217,1.0,0.001554
Osceola,0.001572,0.001572,0.000512,2.2357,1.375,0.001572
Oscoda,0.001146,0.001146,0.000485,2.3608,1.0,0.001146
Otsego,0.001914,0.001914,0.00077,2.3467,1.0588,0.001914
Ottawa,0.002649,0.002649,0.000911,2.336,1.2441,0.002649
Presque Isle,0.001097,0.001097,0.000476,2.3017,1.0,0.001097
Roscommon,0.002154,0.002154,0.000916,2.3519,1.0,0.002154
Saginaw,0.003014,0.003014,0.001176,2.3454,1.0931,0.003014
St. Clair,0.003364,0.003364,0.00142,2.3683,1.0,0.003364
St. Joseph,0.00228,0.00228,0.000705,2.3092,1.4,0.00228
Sanilac,0.003569,0.003569,0.001214,2.3387,1.2564,0.003569
Schoolcraft,0.004359,0.004359,0.001853,2.3519,1.0,0.004359
Shiawassee,0.003722,0.003722,0.001365,2.4003,1.1358,0.003722
Tuscola,0.002092,0.002092,0.00088,2.3757,1.0,0.002092
Van Buren,0.003206,0.003206,0.001044,2.4414,1.2581,0.003206
Washtenaw,0.002668,0.002668,0.001167,2.2863,1.0,0.002668
Wayne,0.004167,0.004167,0.001622,2.3222,1.1065,0.004167
Wexford,0.003169,0.003169,0.000743,2.3092,1.8462,0.003169
