Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Trigg,0.002534,0.002534,0.001092,2.3208,1.0,0.002534
Trimble,0.002945,0.002945,0.001299,2.2682,1.0,0.002945
Union,0.010561,0.010561,0.002156,2.4496,2.0,0.010561
Warren,0.004072,0.004072,0.001701,2.3946,1.0,0.004072
Washington,0.014298,0.014298,0.002811,2.5431,2.0,0.014298
Wayne,0.00215,0.00215,0.000984,2.186,1.0,0.00215
Webster,0.003442,0.003442,0.001159,2.3333,1.2727,0.003442
Whitley,0.000811,0.000811,0.000358,2.2631,1.0,0.000811
Wolfe,0.001222,0.001222,0.000559,2.186,1.0,0.001222
Woodford,0.002893,0.002893,0.001272,2.2749,1.0,0.002893
