Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Monroe,0.002226,0.002226,0.000903,2.4655,1.0,0.002226
Montgomery,0.003997,0.003997,0.001669,2.3946,1.0,0.003997
Morgan,0.002973,0.002973,0.001206,2.4655,1.0,0.002973
Newton,0.003258,0.003258,0.001073,2.3864,1.2727,0.003258
Noble,0.009495,0.009495,0.002702,2.4435,1.4382,0.009495
Ohio,0.004542,0.004542,0.001702,2.372,1.125,0.004542
Orange,0.002465,0.002465,0.001069,2.3062,1.0,0.002465
Owen,0.003795,0.003795,0.001442,2.4496,1.0741,0.003795
Parke,0.001754,0.001754,0.000768,2.2847,1.0,0.001754
Perry,0.002132,0.002132,0.000991,2.1509,1.0,0.002132
Pike,0.00473,0.00473,0.002018,2.344,1.0,0.00473
Porter,0.003471,0.003471,0.001438,2.4137,1.0,0.003471
Posey,0.003716,0.003716,0.001298,2.3264,1.2308,0.003716
Pulaski,0.003283,0.003283,0.001376,2.3852,1.0,0.003283
Putnam,0.002916,0.002916,0.001224,2.3817,1.0,0.002916
Randolph,0.002183,0.002183,0.000973,2.2433,1.0,0.002183
Ripley,0.003667,0.003667,0.001624,2.2578,1.0,0.003667
Rush,0.013391,0.013391,0.003739,2.7005,1.3261,0.013391
St. Joseph,0.004505,0.004505,0.001674,2.3829,1.1294,0.004505
Scott,0.004848,0.004848,0.002053,2.3621,1.0,0.004848
Shelby,0.009066,0.009066,0.003398,2.3852,1.1185,0.009066
Spencer,0.004087,0.004087,0.001775,2.3017,1.0,0.004087
Starke,0.002332,0.002332,0.001,2.3319,1.0,0.002332
Steuben,0.006311,0.006311,0.002081,2.3062,1.3148,0.006311
Sullivan,0.002165,0.002165,0.000968,2.2376,1.0,0.002165
Switzerland,0.003824,0.003824,0.001209,2.372,1.3333,0.003824
Tippecanoe,0.00166,0.00166,0.0007,2.372,1.0,0.00166
Tipton,0.001276,0.001276,0.000528,2.4159,1.0,0.001276
Union,0.004578,0.004578,0.001701,2.4465,1.1,0.004578
Vanderburgh,0.004417,0.004417,0.001703,2.3493,1.1039,0.004417
Vermillion,0.007502,0.007502,0.002323,2.3992,1.3462,0.007502
Vigo,0.003844,0.003844,0.001626,2.3646,1.0,0.003844
Wabash,0.004509,0.004509,0.001936,2.3292,1.0,0.004509
Warren,0.001146,0.001146,0.000484,2.3683,1.0,0.001146
Warrick,0.00524,0.00524,0.002048,2.3793,1.0756,0.00524
Washington,0.002583,0.002583,0.001141,2.2631,1.0,0.002583
Wayne,0.003458,0.003458,0.001442,2.398,1.0,0.003458
Wells,0.005896,0.005896,0.002014,2.4566,1.1915,0.005896
White,0.00373,0.00373,0.001577,2.3658,1.0,0.00373
Whitley,0.004296,0.004296,0.001737,2.4733,1.0,0.004296
