Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Halifax,0.00471,0.00471,0.00166,2.3532,1.2059,0.00471
Harnett,0.002388,0.002388,0.001022,2.336,1.0,0.002388
Haywood,0.002886,0.002886,0.000947,2.3121,1.3182,0.002886
Henderson,0.002606,0.002606,0.001124,2.3002,1.0077,0.002606
Hertford,0.003662,0.003662,0.001478,2.4771,1.0,0.003662
Hoke,0.002888,0.002888,0.00105,2.3646,1.1633,0.002888
Hyde,0.001337,0.001337,0.000608,2.2002,1.0,0.001337
Iredell,0.003993,0.003993,0.001458,2.3558,1.163,0.003993
Jackson,0.00174,0.00174,0.000751,2.3165,1.0,0.00174
Johnston,0.00334,0.00334,0.001295,2.3506,1.0976,0.00334
Jones,0.004459,0.004459,0.000956,2.3333,2.0,0.004459
Lee,0.00379,0.00379,0.00123,2.3414,1.3158,0.00379
Lenoir,0.004087,0.004087,0.001305,2.3493,1.3333,0.004087
Lincoln,0.005437,0.005437,0.00151,2.3732,1.5176,0.005437
McDowell,0.004145,0.004145,0.001748,2.3708,1.0,0.004145
Macon,0.010148,0.010148,0.002064,2.4586,2.0,0.010148
Madison,0.002268,0.002268,0.000965,2.3493,1.0,0.002268
Martin,0.002022,0.002022,0.000579,2.3264,1.5,0.002022
Mecklenburg,0.004884,0.004884,0.001592,2.3817,1.2879,0.004884
Mitchell,0.005996,0.005996,0.001604,2.1129,1.7692,0.005996
Montgomery,0.000333,0.000333,0.000147,2.2631,1.0,0.000333
Moore,0.002666,0.002666,0.000962,2.5989,1.0667,0.002666
Nash,0.002341,0.002341,0.000912,2.325,1.1039,0.002341
New Hanover,0.002102,0.002102,0.000772,2.3292,1.1688,0.002102
Northampton,0.001652,0.001652,0.000719,2.2987,1.0,0.001652
Onslow,0.002312,0.002312,0.000854,2.3374,1.1586,0.002312
Orange,0.002871,0.002871,0.001233,2.3292,1.0,0.002871
Pamlico,0.005401,0.005401,0.001179,2.291,2.0,0.005401
Pasquotank,0.001345,0.001345,0.000552,2.3193,1.05,0.001345
Pender,0.001927,0.001927,0.000761,2.3165,1.093,0.001927
Perquimans,0.000679,0.000679,0.000297,2.2863,1.0,0.000679
Person,0.001527,0.001527,0.000658,2.3193,1.0,0.001527
Pitt,0.001838,0.001838,0.000786,2.34,1.0,0.001838
Polk,0.004816,0.004816,0.001303,2.2749,1.625,0.004816
Randolph,0.005274,0.005274,0.001601,2.4026,1.3713,0.005274
Richmond,0.004132,0.004132,0.001294,2.4093,1.3256,0.004132
Robeson,0.003887,0.003887,0.001508,2.2749,1.1329,0.003887
Rockingham,0.002284,0.002284,0.000989,2.3092,1.0,0.002284
Rowan,0.002871,0.002871,0.001218,2.3583,1.0,0.002871
Rutherford,0.003572,0.003572,0.001313,2.3454,1.16,0.003572
Sampson,0.00427,0.00427,0.001259,2.2749,1.4906,0.00427
Scotland,0.002104,0.002104,0.000919,2.2155,1.0333,0.002104
Stanly,0.002754,0.002754,0.001146,2.3347,1.029,0.002754
Stokes,0.006727,0.006727,0.002391,2.3969,1.1739,0.006727
Surry,0.008076,0.008076,0.002619,2.3911,1.2897,0.008076
Swain,0.01127,0.01127,0.002523,2.2337,2.0,0.01127
Transylvania,0.004328,0.004328,0.00128,2.3596,1.4333,0.004328
Tyrrell,0.001108,0.001108,0.000498,2.2258,1.0,0.001108
Union,0.003349,0.003349,0.001401,2.3621,1.0121,0.003349
Vance,0.00456,0.00456,0.001415,2.2878,1.4091,0.00456
Wake,0.00263,0.00263,0.001087,2.3467,1.0307,0.00263
Warren,0.002734,0.002734,0.001166,2.3454,1.0,0.002734
Washington,0.004212,0.004212,0.001123,2.5013,1.5,0.004212
Watauga,0.00344,0.00344,0.001104,2.4526,1.2708,0.00344
Wayne,0.00409,0.00409,0.001405,2.3017,1.2647,0.00409
Wilkes,0.010828,0.010828,0.002485,2.372,1.837,0.010828
Wilson,0.003075,0.003075,0.001161,2.3946,1.1059,0.003075
Yadkin,0.003889,0.003889,0.001673,2.325,1.0,0.003889
Yancey,0.001977,0.001977,0.00083,2.2112,1.0769,0.001977
