Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Franklin,0.007628,0.007628,0.001291,2.9542,2.0,0.007628
Fremont,0.001273,0.001273,0.000431,2.9542,1.0,0.001273
Greene,0.006648,0.006648,0.0018,2.9542,1.25,0.006648
Grundy,0.013132,0.013132,0.002453,2.9542,1.8125,0.013132
Guthrie,0.005102,0.005102,0.001497,2.9542,1.1538,0.005102
Hamilton,0.003799,0.003799,0.001286,2.9542,1.0,0.003799
Hancock,0.003335,0.003335,0.001129,2.9542,1.0,0.003335
Hardin,0.008768,0.008768,0.001484,2.9542,2.0,0.008768
Harrison,0.007149,0.007149,0.00121,2.9542,2.0,0.007149
Henry,0.008809,0.008809,0.001754,2.9542,1.7,0.008809
Howard,0.00129,0.00129,0.000437,2.9542,1.0,0.00129
Humboldt,0.006182,0.006182,0.002092,2.9542,1.0,0.006182
Ida,0.009043,0.009043,0.003061,2.9542,1.0,0.009043
Iowa,0.002738,0.002738,0.000927,2.9542,1.0,0.002738
Jackson,0.004936,0.004936,0.001492,2.9542,1.12,0.004936
Jasper,0.004596,0.004596,0.001291,2.9542,1.2051,0.004596
Jefferson,0.01421,0.01421,0.002405,2.9542,2.0,0.01421
Johnson,0.003264,0.003264,0.001098,2.9542,1.0061,0.003264
Jones,0.004775,0.004775,0.001306,2.9542,1.2381,0.004775
Keokuk,0.010091,0.010091,0.00205,2.9542,1.6667,0.010091
Kossuth,0.001595,0.001595,0.00054,2.9542,1.0,0.001595
Lee,0.004535,0.004535,0.000921,2.9542,1.6667,0.004535
Linn,0.004066,0.004066,0.001376,2.9542,1.0,0.004066
Louisa,0.00662,0.00662,0.001541,2.9542,1.4545,0.00662
Lucas,0.002748,0.002748,0.00093,2.9542,1.0,0.002748
Lyon,0.003267,0.003267,0.001106,2.9542,1.0,0.003267
Madison,0.006904,0.006904,0.001285,2.9542,1.8182,0.006904
Mahaska,0.002674,0.002674,0.000905,2.9542,1.0,0.002674
Marion,0.004772,0.004772,0.001443,2.9542,1.119,0.004772
Marshall,0.004052,0.004052,0.001372,2.9542,1.0,0.004052
Mills,0.006174,0.006174,0.001655,2.9542,1.2632,0.006174
Mitchell,0.007256,0.007256,0.001228,2.9542,2.0,0.007256
Monona,0.002743,0.002743,0.000929,2.9542,1.0,0.002743
Monroe,0.0023,0.0023,0.000779,2.9542,1.0,0.0023
Montgomery,0.003575,0.003575,0.00121,2.9542,1.0,0.003575
Muscatine,0.003047,0.003047,0.001031,2.9542,1.0,0.003047
O'Brien,0.001718,0.001718,0.000582,2.9542,1.0,0.001718
Osceola,0.003967,0.003967,0.001343,2.9542,1.0,0.003967
Page,0.003911,0.003911,0.001324,2.9542,1.0,0.003911
Palo Alto,0.007563,0.007563,0.001576,2.9542,1.625,0.007563
Plymouth,0.002594,0.002594,0.000834,2.9542,1.0526,0.002594
Pocahontas,0.003124,0.003124,0.001058,2.9542,1.0,0.003124
Polk,0.002989,0.002989,0.001012,2.9542,1.0,0.002989
Pottawattamie,0.004052,0.004052,0.001212,2.9542,1.1313,0.004052
Poweshiek,0.002554,0.002554,0.000865,2.9542,1.0,0.002554
Ringgold,0.006036,0.006036,0.001226,2.9542,1.6667,0.006036
Sac,0.004179,0.004179,0.001132,2.9542,1.25,0.004179
Scott,0.003697,0.003697,0.001075,2.9542,1.1635,0.003697
Shelby,0.004421,0.004421,0.001397,2.9542,1.0714,0.004421
Sioux,0.001526,0.001526,0.000516,2.9542,1.0,0.001526
Story,0.003585,0.003585,0.00103,2.9542,1.1786,0.003585
Tama,0.016476,0.016476,0.002789,2.9542,2.0,0.016476
Taylor,0.000965,0.000965,0.000327,2.9542,1.0,0.000965
Union,0.001931,0.001931,0.000654,2.9542,1.0,0.001931
Van Buren,0.017684,0.017684,0.003265,2.9542,1.8333,0.017684
Wapello,0.002746,0.002746,0.000744,2.9542,1.25,0.002746
Warren,0.005418,0.005418,0.001496,2.9542,1.2258,0.005418
Washington,0.005269,0.005269,0.001684,2.9542,1.0588,0.005269
Wayne,0.016512,0.016512,0.002795,2.9542,2.0,0.016512
Webster,0.007051,0.007051,0.001977,2.9542,1.2069,0.007051
Winnebago,0.002283,0.002283,0.000773,2.9542,1.0,0.002283
Winneshiek,0.001921,0.001921,0.00065,2.9542,1.0,0.001921
Woodbury,0.002665,0.002665,0.000902,2.9542,1.0,0.002665
Worth,0.002001,0.002001,0.000677,2.9542,1.0,0.002001
Wright,0.003891,0.003891,0.001114,2.9542,1.1818,0.003891
