Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Eastland,0.00167,0.00167,0.000708,2.3583,1.0,0.00167
Ector,0.003906,0.003906,0.001185,2.3374,1.4101,0.003906
Edwards,0.001229,0.001229,0.000518,2.3745,1.0,0.001229
Ellis,0.004128,0.004128,0.001179,2.3545,1.4863,0.004128
El Paso,0.004139,0.004139,0.00168,2.4635,1.0,0.004139
Erath,0.001241,0.001241,0.000539,2.3047,1.0,0.001241
Falls,0.005895,0.005895,0.001966,2.5448,1.1786,0.005895
Fannin,0.001494,0.001494,0.000648,2.3062,1.0,0.001494
Fayette,0.001043,0.001043,0.000395,2.3506,1.125,0.001043
Fisher,0.00248,0.00248,0.001044,2.3745,1.0,0.00248
Floyd,0.005382,0.005382,0.002276,2.3646,1.0,0.005382
Foard,0.037004,0.037004,0.007792,2.3745,2.0,0.037004
Fort Bend,0.002142,0.002142,0.000888,2.4115,1.0,0.002142
Franklin,0.001955,0.001955,0.000746,2.247,1.1667,0.001955
Freestone,0.001773,0.001773,0.000761,2.3305,1.0,0.001773
Frio,0.001094,0.001094,0.000492,2.2217,1.0,0.001094
Gaines,0.000209,0.000209,9.3e-05,2.247,1.0,0.000209
Galveston,0.002068,0.002068,0.000865,2.3899,1.0,0.002068
Garza,0.002352,0.002352,0.000963,2.4414,1.0,0.002352
Gillespie,0.001029,0.001029,0.000445,2.315,1.0,0.001029
Glasscock,0.001685,0.001685,0.00071,2.3745,1.0,0.001685
Goliad,0.007327,0.007327,0.001436,2.5506,2.0,0.007327
Gonzales,0.003626,0.003626,0.000768,2.3608,2.0,0.003626
Gray,0.002603,0.002603,0.001051,2.4771,1.0,0.002603
Grayson,0.001513,0.001513,0.000646,2.3414,1.0,0.001513
Gregg,0.003099,0.003099,0.00096,2.4616,1.3111,0.003099
Grimes,0.002986,0.002986,0.001039,2.2798,1.2609,0.002986
Guadalupe,0.002895,0.002895,0.000869,2.3829,1.3981,0.002895
Hale,0.010291,0.010291,0.003053,2.4026,1.4028,0.010291
Hall,0.019197,0.019197,0.004049,2.3708,2.0,0.019197
Hamilton,0.001406,0.001406,0.000591,2.3793,1.0,0.001406
Hansford,0.007477,0.007477,0.003149,2.3745,1.0,0.007477
Hardeman,0.008215,0.008215,0.00178,2.3077,2.0,0.008215
Hardin,0.001289,0.001289,0.000573,2.2506,1.0,0.001289
Harris,0.001769,0.001769,0.000721,2.3519,1.0436,0.001769
Harrison,0.000987,0.000987,0.000421,2.3467,1.0,0.000987
Hartley,0.003577,0.003577,0.001255,2.3745,1.2,0.003577
Haskell,0.006667,0.006667,0.001944,2.4003,1.4286,0.006667
Hays,0.003753,0.003753,0.001425,2.4003,1.0973,0.003753
Hemphill,0.01821,0.01821,0.003404,2.6747,2.0,0.01821
Henderson,0.001514,0.001514,0.000653,2.3193,1.0,0.001514
Hidalgo,0.003648,0.003648,0.001216,2.344,1.2803,0.003648
Hill,0.001432,0.001432,0.000628,2.2814,1.0,0.001432
Hockley,0.007117,0.007117,0.002954,2.4093,1.0,0.007117
Hood,0.002273,0.002273,0.000779,2.4224,1.2051,0.002273
Hopkins,0.002849,0.002849,0.001213,2.348,1.0,0.002849
Houston,0.000411,0.000411,0.000174,2.3608,1.0,0.000411
Howard,0.002666,0.002666,0.001009,2.6415,1.0,0.002666
Hudspeth,0.000471,0.000471,0.000205,2.3017,1.0,0.000471
Hunt,0.002096,0.002096,0.000862,2.431,1.0,0.002096
Hutchinson,0.00268,0.00268,0.001051,2.5506,1.0,0.00268
Irion,0.003092,0.003092,0.001302,2.3745,1.0,0.003092
Jack,0.003348,0.003348,0.000672,2.4931,2.0,0.003348
Jackson,0.00344,0.00344,0.001491,2.3077,1.0,0.00344
Jasper,0.001849,0.001849,0.000619,2.2749,1.3125,0.001849
Jeff Davis,0.002088,0.002088,0.00088,2.3745,1.0,0.002088
Jefferson,0.001521,0.001521,0.000553,2.3136,1.1897,0.001521
Jim Hogg,0.105024,0.105024,0.022115,2.3745,2.0,0.105024
Jim Wells,0.005067,0.005067,0.001235,2.344,1.75,0.005067
Johnson,0.00232,0.00232,0.00099,2.344,1.0,0.00232
Jones,0.001855,0.001855,0.000846,2.1908,1.0,0.001855
Karnes,0.001184,0.001184,0.000513,2.3092,1.0,0.001184
Kaufman,0.002861,0.002861,0.001124,2.3454,1.0857,0.002861
Kendall,0.002139,0.002139,0.000611,2.3745,1.4737,0.002139
Kenedy,0.011755,0.011755,0.00495,2.3745,1.0,0.011755
Kent,0.003116,0.003116,0.001312,2.3745,1.0,0.003116
Kerr,0.001204,0.001204,0.000304,2.3757,1.6667,0.001204
Kimble,0.011021,0.011021,0.002306,2.3899,2.0,0.011021
King,0.00873,0.00873,0.003676,2.3745,1.0,0.00873
Kinney,0.001943,0.001943,0.000818,2.3745,1.0,0.001943
Kleberg,0.003267,0.003267,0.001141,2.4424,1.1724,0.003267
Knox,0.000669,0.000669,0.000273,2.4496,1.0,0.000669
Lamar,0.002945,0.002945,0.001264,2.3305,1.0,0.002945
Lamb,0.004846,0.004846,0.001551,2.4665,1.2667,0.004846
Lampasas,0.003753,0.003753,0.000933,2.3278,1.7273,0.003753
La Salle,0.000632,0.000632,0.000266,2.3745,1.0,0.000632
Lavaca,0.000979,0.000979,0.000447,2.1932,1.0,0.000979
Lee,0.002602,0.002602,0.001102,2.3608,1.0,0.002602
Leon,0.00294,0.00294,0.000919,2.3454,1.3636,0.00294
Liberty,0.001902,0.001902,0.000714,2.2766,1.1698,0.001902
Limestone,0.00403,0.00403,0.001195,2.4986,1.35,0.00403
Lipscomb,0.007344,0.007344,0.001547,2.3745,2.0,0.007344
Live Oak,0.001249,0.001249,0.00041,2.2878,1.3333,0.001249
Llano,0.001927,0.001927,0.000826,2.3333,1.0,0.001927
Loving,0.193627,0.193627,0.04142,2.3374,2.0,0.193627
Lubbock,0.0066,0.0066,0.002209,2.4383,1.2254,0.0066
Lynn,0.003008,0.003008,0.000672,2.2376,2.0,0.003008
McCulloch,0.012766,0.012766,0.00263,2.4267,2.0,0.012766
McLennan,0.003167,0.003167,0.001344,2.3558,1.0,0.003167
McMullen,0.003196,0.003196,0.001346,2.3745,1.0,0.003196
Madison,0.007003,0.007003,0.00147,2.3817,2.0,0.007003
Marion,0.001411,0.001411,0.000609,2.3179,1.0,0.001411
Martin,0.003741,0.003741,0.001213,2.5701,1.2,0.003741
Mason,0.008135,0.008135,0.00234,2.3179,1.5,0.008135
Matagorda,0.00211,0.00211,0.000655,2.2414,1.4375,0.00211
Maverick,0.003748,0.003748,0.001158,2.3671,1.3673,0.003748
Medina,0.002415,0.002415,0.000872,2.3911,1.1579,0.002415
Menard,0.011106,0.011106,0.002339,2.3745,2.0,0.011106
Midland,0.002002,0.002002,0.000871,2.2987,1.0,0.002002
Milam,0.001107,0.001107,0.000483,2.2894,1.0,0.001107
Mills,0.000463,0.000463,0.000205,2.2543,1.0,0.000463
Mitchell,0.000771,0.000771,0.000351,2.1956,1.0,0.000771
Montague,0.001453,0.001453,0.000454,2.4003,1.3333,0.001453
Montgomery,0.001441,0.001441,0.000617,2.3333,1.0,0.001441
Moore,0.002541,0.002541,0.001003,2.4071,1.0526,0.002541
Morris,0.00713,0.00713,0.001453,2.4536,2.0,0.00713
Motley,0.011872,0.011872,0.0025,2.3745,2.0,0.011872
Nacogdoches,0.002909,0.002909,0.000751,2.3387,1.6552,0.002909
Navarro,0.002918,0.002918,0.001058,2.3347,1.1818,0.002918
Newton,0.000323,0.000323,0.000147,2.1956,1.0,0.000323
Nolan,0.000968,0.000968,0.000408,2.3745,1.0,0.000968
Nueces,0.003051,0.003051,0.001286,2.372,1.0,0.003051
Ochiltree,0.00048,0.00048,0.000203,2.3608,1.0,0.00048
Oldham,0.001059,0.001059,0.000473,2.2376,1.0,0.001059
Orange,0.000945,0.000945,0.000372,2.2878,1.1111,0.000945
Palo Pinto,0.000955,0.000955,0.000411,2.3236,1.0,0.000955
Panola,0.00179,0.00179,0.000776,2.3062,1.0,0.00179
Parker,0.001573,0.001573,0.000679,2.3165,1.0,0.001573
Parmer,0.001359,0.001359,0.000625,2.1759,1.0,0.001359
Pecos,0.00015,0.00015,6.3e-05,2.3745,1.0,0.00015
Polk,0.002529,0.002529,0.000682,2.4014,1.5455,0.002529
Potter,0.00371,0.00371,0.001576,2.3545,1.0,0.00371
Presidio,0.000683,0.000683,0.000298,2.2878,1.0,0.000683
Rains,0.005498,0.005498,0.001358,2.5296,1.6,0.005498
Randall,0.001447,0.001447,0.000624,2.3165,1.0,0.001447
Reagan,0.000617,0.000617,0.00026,2.3745,1.0,0.000617
Real,0.002064,0.002064,0.000869,2.3745,1.0,0.002064
Red River,0.003647,0.003647,0.001414,2.4181,1.0667,0.003647
Reeves,0.006322,0.006322,0.001753,2.4048,1.5,0.006322
Refugio,0.015196,0.015196,0.003166,2.5139,1.9091,0.015196
Roberts,0.00278,0.00278,0.001171,2.3745,1.0,0.00278
Robertson,0.005883,0.005883,0.001523,2.3179,1.6667,0.005883
Rockwall,0.002295,0.002295,0.000982,2.3374,1.0,0.002295
Runnels,0.000692,0.000692,0.000292,2.3671,1.0,0.000692
Rusk,0.003135,0.003135,0.00079,2.3608,1.68,0.003135
Sabine,0.000863,0.000863,0.000379,2.2749,1.0,0.000863
San Augustine,0.00114,0.00114,0.000486,2.348,1.0,0.00114
San Jacinto,0.002437,0.002437,0.000554,2.344,1.875,0.002437
San Patricio,0.003599,0.003599,0.000974,2.3671,1.561,0.003599
San Saba,0.015085,0.015085,0.003138,2.4037,2.0,0.015085
Schleicher,0.006801,0.006801,0.001432,2.3745,2.0,0.006801
Scurry,0.009081,0.009081,0.003053,2.3793,1.25,0.009081
Shackelford,0.008727,0.008727,0.001838,2.3745,2.0,0.008727
Shelby,0.002165,0.002165,0.000593,2.3454,1.5556,0.002165
Sherman,0.000786,0.000786,0.000331,2.3745,1.0,0.000786
Smith,0.00204,0.00204,0.000885,2.3047,1.0,0.00204
Somervell,0.000252,0.000252,0.00011,2.3017,1.0,0.000252
Starr,0.002292,0.002292,0.00099,2.2782,1.0161,0.002292
Stephens,0.008113,0.008113,0.001708,2.3745,2.0,0.008113
Sterling,0.001839,0.001839,0.000775,2.3745,1.0,0.001839
Stonewall,0.003518,0.003518,0.001481,2.3745,1.0,0.003518
Sutton,0.001258,0.001258,0.00053,2.3745,1.0,0.001258
Swisher,0.002852,0.002852,0.001217,2.344,1.0,0.002852
Tarrant,0.003388,0.003388,0.001275,2.3781,1.1171,0.003388
Taylor,0.003156,0.003156,0.001203,2.6243,1.0,0.003156
Terrell,0.00306,0.00306,0.001289,2.3745,1.0,0.00306
Terry,0.000742,0.000742,0.000324,2.2878,1.0,0.000742
Throckmorton,0.001582,0.001582,0.000666,2.3745,1.0,0.001582
Titus,0.003166,0.003166,0.000733,2.2543,1.9167,0.003166
Tom Green,0.00598,0.00598,0.002307,2.3934,1.083,0.00598
Travis,0.002371,0.002371,0.000995,2.3841,1.0,0.002371
Trinity,0.000939,0.000939,0.00041,2.2926,1.0,0.000939
Tyler,0.002856,0.002856,0.001246,2.2926,1.0,0.002856
Upshur,0.001698,0.001698,0.000695,2.4445,1.0,0.001698
Upton,0.004083,0.004083,0.001641,2.4884,1.0,0.004083
Uvalde,0.004597,0.004597,0.000972,2.4586,1.9231,0.004597
Val Verde,0.00043,0.00043,0.000184,2.3414,1.0,0.00043
Van Zandt,0.001833,0.001833,0.000795,2.3047,1.0,0.001833
Victoria,0.00148,0.00148,0.000619,2.3062,1.037,0.00148
Walker,0.001742,0.001742,0.000617,2.247,1.2571,0.001742
Waller,0.000922,0.000922,0.000398,2.3165,1.0,0.000922
Ward,0.004111,0.004111,0.001584,2.3077,1.125,0.004111
Washington,0.00228,0.00228,0.000892,2.3092,1.1071,0.00228
Webb,0.002976,0.002976,0.001215,2.3769,1.0308,0.002976
Wharton,0.002799,0.002799,0.001131,2.3136,1.0698,0.002799
Wheeler,0.001858,0.001858,0.000791,2.348,1.0,0.001858
Wichita,0.004024,0.004024,0.001543,2.48,1.0518,0.004024
Wilbarger,0.016724,0.016724,0.003446,2.4267,2.0,0.016724
Willacy,0.002161,0.002161,0.000936,2.3077,1.0,0.002161
Williamson,0.002775,0.002775,0.00115,2.4137,1.0,0.002775
Wilson,0.001889,0.001889,0.000803,2.3532,1.0,0.001889
Winkler,0.003962,0.003962,0.001623,2.4414,1.0,0.003962
Wise,0.00205,0.00205,0.000857,2.3911,1.0,0.00205
Wood,0.002426,0.002426,0.001032,2.3506,1.0,0.002426
Yoakum,0.001635,0.001635,0.000344,2.3745,2.0,0.001635
Young,0.001039,0.001039,0.000444,2.34,1.0,0.001039
Zapata,0.002134,0.002134,0.000776,2.2002,1.25,0.002134
Zavala,0.005973,0.005973,0.00152,2.5423,1.5455,0.005973
